gid,startdistrictid,enddistrictid
25705,3,22
26706,24,4
28079,23,23
29052,7,7
30423,2,9
35202,24,24
35614,33,33
38699,24,24
38805,5,5
38255,4,4
38529,24,7
39397,22,5
39842,27,27
43408,16,25
44119,25,25
46780,27,24
3688,16,27
32181,7,7
1709,7,7
1829,10,10
9887,22,24
12507,24,16
12704,3,5
13433,4,4
14058,24,24
18417,2,33
23059,24,18
28205,24,24
42864,3,23
30598,25,13
31223,22,18
34176,33,4
35657,23,23
36616,5,27
37647,20,20
38679,27,2
38806,27,24
40203,22,22
45682,31,31
47948,27,24
48049,16,4
49398,5,5
50857,27,24
53674,7,7
55059,16,16
55756,5,5
56461,7,4
59660,5,5
60706,5,4
3374,22,4
8952,5,5
12396,4,33
59346,5,27
27603,4,23
1303,22,8
2602,27,1
12755,33,33
46442,4,23
16025,1,23
79056,16,23
19891,24,33
41760,23,16
49794,25,16
7709,4,7
1821,4,5
18718,2,9
21951,23,26
25009,27,16
44162,4,16
10355,16,16
17299,5,16
18822,30,22
27493,23,23
40059,24,3
10305,24,5
35788,2,5
12538,2,7
20229,11,11
37284,2,9
40717,16,4
49805,24,27
36901,7,4
39012,24,27
268843,23,23
268911,4,5
269107,5,5
5999,4,31
6104,16,25
9009,10,24
11783,23,16
14999,25,24
16226,23,24
19218,10,33
30476,3,22
32637,28,4
39333,23,23
269576,18,5
51397,4,27
14431,5,5
269915,5,4
60609,24,23
30583,24,27
2159,16,30
270387,4,33
9934,8,22
11689,3,25
13250,3,27
34859,33,5
43013,25,18
46907,22,22
47539,4,4
47666,23,24
51746,5,24
52040,24,5
52526,22,8
53510,4,23
54990,7,22
56398,4,24
56723,23,23
63276,5,5
57335,22,5
58517,5,5
58708,4,33
58769,24,1
60584,22,5
61368,24,5
61743,5,16
61900,4,4
62020,30,18
62374,33,7
62739,4,5
63448,16,16
65241,29,8
67233,7,33
66169,5,23
66272,4,24
66873,5,5
67634,7,25
67757,4,5
67858,4,27
68693,27,16
79471,26,4
68992,25,8
69979,27,27
70620,4,24
70674,23,23
70840,16,23
71325,27,11
79891,16,16
71631,24,22
71719,7,9
72218,30,8
72428,5,8
72932,33,7
73606,4,22
75575,5,5
75667,24,24
75849,4,5
75956,7,9
76040,24,5
76786,8,4
79956,25,25
271119,8,11
80216,7,9
119824,,
77447,9,5
77544,24,24
78845,24,25
78881,23,14
79511,26,26
271520,4,4
271621,28,33
79753,18,5
80106,24,5
80146,11,11
80252,22,24
80348,18,11
271669,8,8
81360,27,24
81511,22,8
82338,27,23
271766,4,5
271931,4,24
272055,13,31
82385,33,8
82794,4,4
82566,18,8
82738,24,24
83052,5,5
272105,24,24
83685,25,2
84038,4,22
84454,16,1
84455,3,24
84546,27,5
272187,27,27
85370,4,7
85421,9,2
85984,8,30
86811,5,4
86944,5,4
87466,22,4
88257,5,4
88830,25,27
88868,27,33
89109,4,4
89820,4,22
90547,24,5
90730,31,31
90864,16,16
90950,11,11
91112,16,1
91265,24,27
91286,27,24
91326,31,3
91434,4,23
91672,4,7
92131,9,9
92829,4,22
93622,24,24
93874,7,33
272988,24,24
273948,5,5
95373,4,4
95693,17,7
96313,5,5
96521,24,27
96844,8,8
97734,7,33
98394,30,22
98832,30,11
100381,22,22
100547,4,4
100668,24,24
101021,10,10
101430,4,24
101447,7,7
102915,27,27
103524,24,16
103741,33,33
104048,11,11
134484,,
104124,7,4
104127,25,3
104458,4,4
104728,33,7
274769,18,18
274853,4,4
275638,5,5
106029,5,4
106337,28,24
106779,1,5
275648,11,11
106822,24,16
106924,16,16
107379,5,5
108263,27,16
109056,18,27
109164,24,3
109652,25,16
110913,22,30
112602,5,5
112916,33,33
113034,27,5
113049,16,24
113092,16,25
113228,8,22
114345,5,27
114792,27,5
115015,24,5
115707,4,4
115811,29,22
116364,3,23
117332,13,13
117819,30,8
118136,5,7
118173,8,4
199864,,
118811,23,28
119045,4,24
120310,23,23
277501,4,22
122251,33,33
122999,25,5
123998,7,7
125002,5,1
126311,27,16
126726,12,12
126797,5,5
127166,4,23
127370,24,24
128214,23,4
128468,4,22
129188,7,4
129238,16,16
130222,33,4
130817,16,16
131170,16,25
131238,4,4
131767,4,4
132367,24,4
132706,18,10
133172,27,27
138832,23,23
137014,7,2
134251,24,22
139850,24,5
135238,4,22
135432,13,23
136586,4,4
136699,5,7
137603,23,3
137608,27,22
138646,26,31
139629,24,27
140233,14,7
140302,4,4
140548,23,4
141066,24,24
141495,22,22
141983,5,5
142283,7,7
142941,27,4
143331,20,4
144661,33,23
144874,1,4
145369,5,22
81285,11,11
145380,16,5
146452,24,24
147144,4,4
81912,27,16
277582,25,23
147325,33,24
147579,4,5
147749,22,24
149271,23,23
150231,23,23
151108,4,4
152456,4,4
152467,4,4
152601,9,7
153216,23,25
153337,24,24
278164,4,22
153575,33,33
153746,5,4
153896,4,4
155799,22,4
156026,4,22
156283,16,7
278535,27,24
82492,18,18
156738,5,8
157095,4,22
157173,23,4
157491,33,28
158997,24,30
278759,22,7
83697,4,4
159268,7,7
159855,30,30
160083,11,25
160267,25,25
160609,23,4
160881,24,4
161297,4,7
161530,33,33
161811,2,2
161953,27,27
161973,5,16
162730,4,4
163297,22,22
163331,7,7
164576,5,1
165755,24,5
169055,23,2
169897,4,10
171015,25,3
171432,23,4
171668,23,4
171796,4,23
171891,7,4
171945,7,4
172045,16,23
172123,24,24
173668,22,24
174120,4,5
174963,22,24
175184,2,2
175217,30,30
176200,27,24
176212,1,24
176370,4,5
176480,4,33
176828,5,5
176999,7,4
178114,13,13
178124,30,22
178196,27,11
178202,1,3
180265,24,5
180284,30,22
182140,5,5
84666,33,9
182482,8,4
182731,5,5
183039,4,7
183086,22,4
183158,5,4
183382,24,24
184754,8,30
185794,24,25
186102,11,3
186264,22,22
186587,20,23
187219,22,24
187464,22,4
188123,30,22
188700,24,25
188786,18,18
189069,24,24
189078,5,5
189104,23,7
189455,5,24
189610,27,27
190166,5,4
191196,20,10
191884,7,4
281067,24,24
192352,24,5
192410,27,23
192680,4,7
280089,27,27
193305,18,24
193887,2,2
194015,7,7
194182,7,7
194664,4,4
194837,5,5
195739,24,5
196041,7,7
196927,4,7
197825,33,4
198528,4,5
198652,4,4
198815,24,27
198938,23,23
199083,16,1
199085,4,5
199091,23,11
199146,22,27
199182,16,25
199319,7,7
199989,24,1
200092,10,10
200338,22,4
214849,18,18
201535,30,18
201573,5,4
201748,33,4
201980,30,30
202336,22,22
204372,24,24
206053,5,5
205191,8,30
205638,22,4
205962,17,17
205770,5,5
207362,24,24
208228,24,4
208257,8,8
208296,32,34
208566,7,7
209845,5,4
209854,16,4
280526,4,23
210105,4,2
210385,33,7
211505,8,11
212040,5,5
288548,5,5
212105,4,4
212153,24,24
212288,4,24
213599,4,4
213696,24,24
213849,20,20
214437,5,5
215259,4,4
216082,5,4
216676,8,8
216174,27,24
217305,10,10
217308,22,8
217868,7,7
218070,4,22
218563,20,26
218620,4,4
218792,7,4
219502,5,4
219580,4,4
220234,33,7
220375,7,2
220420,14,31
220600,30,30
220749,26,26
220786,5,27
220945,1,23
220971,31,12
221018,7,7
221272,5,5
222129,24,24
222144,22,22
222310,23,5
222541,4,5
222796,23,7
229306,24,24
223768,7,7
224042,23,23
224647,4,5
224783,24,1
225042,31,14
225651,27,25
226591,22,22
227134,16,16
227308,5,5
227962,4,5
228402,11,11
228577,9,5
230104,1,24
230274,20,20
230505,27,27
231089,24,4
231600,4,5
232328,7,4
233281,23,25
233891,5,24
233873,23,23
235138,5,5
236575,3,25
238139,7,7
239421,25,25
239454,5,24
240490,24,27
240667,33,33
241007,25,25
241389,27,5
242313,7,7
242435,10,26
243583,27,24
243641,19,25
244126,22,22
245046,4,4
245153,24,5
245923,30,30
246051,23,23
246211,4,4
247634,11,18
247773,2,23
248059,22,24
248172,24,24
248707,24,24
257650,7,4
248873,4,4
250356,23,23
250809,16,16
281693,24,7
251944,7,7
252714,27,24
252770,8,8
253117,27,27
133931,8,8
253138,9,23
253418,5,4
253573,24,22
255443,25,23
256053,16,16
256064,9,23
256078,30,22
256222,23,23
258619,31,31
259014,22,16
281848,25,25
259862,8,4
259920,5,27
260285,23,23
281854,16,11
260325,22,8
260734,24,24
261128,7,7
262100,5,4
262252,27,25
263514,4,4
263806,22,22
264288,23,23
264424,23,25
264447,16,16
264903,4,24
265372,18,18
265625,27,24
265847,28,23
266315,24,24
266380,24,24
266681,25,25
266825,22,22
267477,22,22
268189,33,22
268356,7,4
269743,23,23
268784,5,5
282671,24,4
269174,25,14
269736,22,22
270140,5,5
282924,25,25
270187,25,3
270307,4,23
270351,7,7
271284,5,5
283051,27,24
283536,33,33
272133,8,24
272505,4,22
273353,18,24
274085,33,33
274592,24,24
275006,22,22
275187,22,30
275581,23,23
275890,4,5
276086,11,27
276677,22,22
276846,23,33
285144,22,22
278557,27,16
279273,5,4
279451,25,25
279825,4,4
280821,4,22
280880,22,16
280962,4,23
281027,5,4
281098,9,9
281214,25,25
281482,23,23
282625,10,23
283996,7,27
283331,24,24
283653,4,22
284073,5,4
285343,24,24
285625,25,25
285794,2,2
286210,27,27
286567,7,23
288123,28,4
288226,4,30
288383,1,4
289072,5,5
289929,23,5
291125,5,5
291408,4,4
291483,4,33
291550,4,4
291842,2,7
292367,27,24
292474,4,33
293154,24,4
40968,4,
293207,4,24
293279,18,30
2746,4,30
3075,4,5
4292,8,4
6559,16,16
7048,30,4
7626,5,5
10264,3,23
11742,4,1
12158,5,24
13022,27,7
22361,27,11
22903,5,5
24149,23,23
28668,24,24
29351,27,27
29855,22,22
30396,23,4
30958,23,23
32038,7,7
32424,27,27
35729,23,23
35806,5,5
36886,27,4
47392,24,5
39070,22,8
40822,24,5
42648,4,4
42840,7,2
5457,11,11
6940,4,4
19304,1,1
22327,22,22
30429,22,22
35816,7,7
36048,5,5
44234,5,5
45056,5,5
56022,5,5
56609,1,5
2329,24,23
3440,4,16
3725,4,27
9261,22,30
9882,5,30
10343,25,25
10413,2,9
10957,25,7
12928,4,4
14565,4,4
14712,16,16
16916,16,25
17866,26,13
18370,23,33
18505,25,24
18622,25,25
19579,5,5
20296,24,4
27424,22,22
33667,5,23
35198,22,5
36961,7,7
38756,24,5
41778,30,30
41874,27,27
43072,7,33
45904,23,4
46409,11,18
47569,22,22
49631,4,4
50402,22,4
50882,8,8
51786,16,18
53870,8,18
58535,5,5
59216,5,22
42024,4,5
43149,4,4
55953,23,23
25426,4,4
10361,10,7
285299,24,33
285842,18,22
84947,30,4
23207,31,25
453,7,7
85203,4,4
5515,22,27
12518,23,23
285971,4,22
286238,4,4
286599,27,27
16251,30,30
25707,5,24
33987,11,11
50674,18,23
14701,28,7
18410,4,24
29452,7,23
38767,16,5
60521,16,2
39812,22,27
287316,30,30
85877,4,27
5744,25,33
287414,4,4
8306,22,4
16934,7,7
14500,32,25
17083,1,23
18002,14,20
22517,26,26
24716,23,19
44214,27,24
1179,16,4
44547,10,10
8693,5,5
13643,4,5
3770,24,24
17319,30,16
22095,4,4
28718,25,27
55363,5,4
43396,23,1
19406,4,7
3456,11,16
288615,22,22
12303,5,5
14662,30,27
19386,4,27
29226,25,16
31848,22,9
39096,25,27
40553,24,1
43474,27,24
288734,4,16
288867,16,27
288906,23,23
52388,5,8
288941,5,17
53034,7,11
51389,,
53439,27,16
778,5,5
36753,7,5
723,22,8
289415,23,23
39108,7,20
3582,7,7
2315,25,7
14370,32,25
289916,22,22
23845,24,8
31472,11,30
36720,16,24
140211,,
51702,8,5
47079,3,3
47683,4,24
48545,22,22
48979,4,7
48947,29,30
48957,8,8
51891,4,4
52080,23,23
52225,25,22
54726,24,5
54903,4,4
55156,22,24
55408,10,20
55950,4,22
57231,16,22
59881,5,4
60995,5,5
63786,2,2
63874,24,5
64381,2,9
64651,30,16
65861,22,27
66366,7,7
66781,7,7
67349,27,8
67483,5,22
67899,10,10
68722,16,22
68813,22,5
68902,27,22
68951,4,5
69927,33,33
70715,16,16
70900,10,11
71520,33,33
71737,22,22
72317,6,27
72420,1,1
72851,31,25
72978,23,25
73387,3,33
73459,33,33
76011,7,28
75437,24,24
75703,25,25
75749,5,5
75837,5,5
75892,22,4
75967,8,8
76329,5,5
76412,10,9
77947,22,22
78121,23,23
78292,5,5
78892,2,7
80307,27,16
80327,23,7
80403,23,5
80556,4,4
80718,22,22
81030,7,5
81342,18,11
88786,16,16
81685,5,4
82578,16,16
83630,7,18
84930,22,8
85121,28,23
85164,5,4
85773,30,8
86653,4,4
86813,30,8
87068,30,24
87173,23,23
87262,23,9
87410,5,24
87504,24,7
88431,5,1
89683,5,18
90700,27,4
90872,25,3
91372,5,27
91419,25,25
92040,4,28
92862,8,22
93234,5,5
93330,7,7
95246,16,24
96560,22,22
96962,23,24
69238,,25
97356,24,16
97364,5,4
97378,4,33
97624,16,16
98217,24,24
98369,23,7
98630,4,22
98668,8,8
98881,24,27
99237,2,2
99796,22,22
101498,7,7
101858,23,23
102200,3,3
102762,27,16
102946,5,5
102980,4,4
103050,25,5
103606,16,16
103914,5,5
290363,24,24
104045,4,4
104739,30,22
290601,5,27
290777,16,27
291164,4,33
86734,8,1
105879,2,24
106174,7,33
106934,30,4
292130,8,8
292272,8,8
107638,4,4
107794,27,24
108065,4,4
108276,7,7
108742,5,4
108881,24,4
109336,4,4
110413,24,27
111176,1,1
110783,11,11
110917,7,7
110946,5,25
110981,4,4
111583,4,5
111879,33,4
112306,26,20
113321,18,18
113581,7,2
113606,27,4
114479,10,5
114495,5,24
114691,5,5
115056,30,22
115393,5,22
115735,18,18
116122,30,11
116218,11,4
116242,4,31
116438,5,5
117394,24,27
117413,17,17
117473,23,23
117887,23,23
118329,4,4
118941,4,4
118938,25,16
118970,4,10
119273,4,33
120171,5,5
120178,27,24
129705,7,7
121106,27,27
121799,24,24
122146,24,4
122303,5,23
122701,22,24
123292,24,22
123385,4,25
123923,7,2
124545,23,24
125600,22,22
125960,4,24
126107,22,30
127271,22,22
127303,4,4
127511,23,14
127714,24,24
127719,22,22
127846,24,11
129646,23,23
129838,4,4
129946,11,30
130667,18,18
130813,5,5
131000,4,4
131054,16,16
131740,3,31
132747,4,4
133658,7,22
133760,4,4
133783,17,17
136411,16,3
136461,27,24
136510,16,5
137020,7,23
137477,16,16
137598,4,4
139260,22,22
87193,33,17
140001,7,2
141252,4,28
87660,5,1
142448,18,3
143225,24,24
143516,23,33
144228,5,5
144493,16,16
144627,8,8
145048,22,4
145107,8,18
145804,4,4
145853,5,5
146714,25,25
146873,24,5
147112,16,16
147369,4,4
147386,23,23
148250,8,8
147903,4,24
149175,33,7
149263,22,22
149447,24,30
149643,22,18
150889,2,7
151314,28,4
152277,23,16
152654,27,24
153204,7,33
153225,7,23
154403,22,22
155057,24,24
155749,25,25
156254,28,4
156321,4,4
160130,22,24
160669,24,24
162904,7,4
163322,4,7
163467,1,24
165479,4,33
165990,11,11
166157,5,5
166322,4,30
166767,3,23
166791,5,24
167659,4,22
167707,7,18
89158,24,22
169336,9,4
169606,24,1
169727,24,30
172097,5,5
172522,24,4
172792,23,23
172878,7,4
173198,11,3
173280,10,28
173559,16,16
173997,4,7
174114,24,24
174259,25,27
175800,16,16
177812,30,30
177869,31,31
178706,22,5
179637,31,31
180190,16,16
180821,8,29
180862,30,11
182084,18,18
181869,22,22
182015,23,23
182216,14,14
182959,18,30
183175,5,4
183533,30,30
183814,23,7
184501,33,33
184630,22,24
184911,1,23
185808,27,24
186270,16,1
186454,4,5
89825,4,5
186643,23,20
189291,7,23
90368,23,23
190515,4,5
191644,8,8
191852,3,16
192169,22,22
192883,9,28
193364,22,24
193524,23,23
193646,4,4
194210,25,24
194463,18,22
194793,25,7
195500,16,3
195820,24,24
196422,22,30
196852,27,3
198491,7,7
198881,4,4
199052,27,24
200331,7,2
200784,7,10
201155,18,18
201909,16,27
202326,4,5
202765,5,24
203210,5,1
203232,33,33
203376,16,16
204384,7,7
205114,22,4
90429,5,5
90920,4,4
91078,7,24
207420,14,7
207780,5,5
207885,16,16
208267,5,5
208394,24,4
209037,5,4
209119,19,7
210583,10,4
211259,27,11
211484,18,18
212129,5,23
212445,5,4
212609,8,8
214622,25,25
183893,,
216201,24,24
217200,22,22
217126,11,27
217186,22,8
217285,11,11
218476,25,23
218888,5,4
219186,16,25
220205,9,23
220143,4,24
220321,23,23
220823,5,5
220886,24,5
220910,5,5
220985,2,2
221452,16,16
221536,16,11
221794,5,5
221926,13,10
223224,4,10
223835,5,4
224203,22,22
224443,27,27
224357,25,24
225020,22,22
225343,4,27
225465,5,5
225631,23,23
226090,23,23
226750,5,33
227222,8,8
227755,22,22
228044,24,5
228117,24,23
229434,5,5
229717,4,7
229843,23,4
230365,10,9
91636,9,26
231509,4,14
231715,24,24
233238,27,27
234058,24,4
234332,18,22
235080,11,11
236035,27,4
236653,10,5
239176,18,25
239388,10,23
239631,16,16
239669,5,5
239734,22,4
241333,7,7
241410,5,5
242149,8,8
242463,27,5
242785,18,24
242840,33,33
242968,5,5
243319,24,27
243324,25,25
243505,5,24
243802,23,23
244282,23,23
244747,4,22
245762,18,5
246222,5,24
246840,24,5
262722,4,4
247078,18,18
247166,9,9
248066,10,4
248133,7,25
248427,3,16
249196,4,5
250363,23,5
250629,5,23
250937,27,16
251516,23,25
251532,7,7
252035,33,33
253034,16,27
255020,8,8
255694,25,9
256624,23,23
256946,25,25
258173,16,16
258592,11,11
258756,8,16
258807,24,27
259396,23,5
259490,5,23
259560,7,7
259898,11,11
261613,4,33
261864,3,2
261934,4,4
262909,8,18
263048,25,5
264036,2,3
265642,25,13
266076,4,33
266350,8,8
266571,4,7
266661,14,20
266879,4,4
267244,24,24
267247,3,24
267310,4,4
268016,5,27
268124,27,27
270129,27,30
271717,3,14
274084,33,7
274198,31,13
274428,5,9
274680,16,16
275127,33,33
276732,2,2
276976,5,4
278152,30,22
278464,4,33
278919,23,23
279043,4,24
279184,31,31
280180,5,5
280708,5,5
280781,7,7
281089,25,22
281615,16,16
281756,24,27
282465,1,23
282590,23,24
282689,5,5
286186,27,27
286908,5,5
284268,29,4
284965,23,23
284970,22,18
285878,4,33
286814,7,4
287056,25,25
287152,24,25
287558,5,4
287863,12,12
288010,5,5
287984,24,4
288232,11,11
288202,4,5
288901,4,23
289860,5,5
292533,25,24
292917,28,20
292964,7,7
2651,4,7
3235,27,27
4702,4,23
5318,30,30
8539,5,5
11107,5,4
11399,33,33
11911,9,9
12523,27,5
13129,18,22
13774,22,22
14244,4,24
16794,7,7
21611,4,4
21746,4,5
21935,4,4
21876,24,24
25079,22,22
23652,11,11
25608,24,5
25844,16,23
26727,4,4
29773,31,31
30556,7,7
32620,2,2
33538,22,22
34043,5,16
34910,16,11
35810,33,33
37651,22,33
37741,27,27
38241,5,5
41954,4,4
42072,23,5
42693,22,22
44299,7,4
44984,24,7
45140,22,22
45670,5,23
45872,25,25
9227,4,4
17064,4,4
56380,4,4
898,16,16
807,7,10
3705,23,23
4283,1,20
6894,7,4
14045,30,22
15296,5,5
16228,1,23
16341,25,7
18083,22,4
23519,24,24
19395,4,4
20531,16,24
25017,10,33
26178,22,24
43457,1,4
44918,23,16
50171,24,22
46129,4,22
53592,22,24
57077,7,4
59230,27,4
60406,16,8
23360,13,23
202649,,2
30478,28,32
2671,24,27
17950,23,23
28805,27,24
45092,27,27
48819,24,23
57119,24,22
60090,11,27
4337,27,24
19333,5,3
22240,16,4
40834,33,23
42075,16,22
17946,28,27
55780,4,5
2644,23,4
16841,16,3
37427,5,16
37474,16,4
41327,1,25
44429,16,16
45206,5,25
55620,25,5
8694,5,24
36546,25,23
39802,5,5
35722,4,4
1020,31,31
38792,22,24
48114,16,16
50822,24,33
3550,27,16
26918,22,22
43689,24,5
33928,4,4
732,23,8
4371,4,4
10635,9,2
10871,23,9
12786,16,29
28737,4,5
18578,27,33
23493,30,22
25690,2,12
25996,7,16
37768,20,32
38373,30,5
35309,7,4
36343,5,22
54583,25,27
7876,2,9
3265,30,24
11893,16,23
4574,7,16
8781,30,25
34930,7,14
44138,16,25
45118,24,4
48163,7,25
48584,27,9
5181,8,24
12728,29,25
47150,7,2
47317,16,5
49527,4,22
52196,9,7
52703,4,4
54920,5,7
56109,20,20
56212,5,5
56566,22,30
57705,4,4
59812,16,16
60830,4,10
61075,3,23
61102,23,23
61663,33,33
62195,25,4
62581,16,16
64493,23,23
62781,4,4
63949,2,33
65386,5,23
65668,24,24
65899,30,18
66039,20,20
67629,27,24
68000,10,20
69299,4,7
70019,5,4
70712,25,22
71204,4,5
71973,18,18
72187,4,7
72716,23,23
73699,14,14
75184,10,14
75382,33,4
75675,25,23
75852,7,7
75966,20,4
76145,5,5
76710,5,4
78301,7,2
79541,8,3
80018,16,16
81060,25,25
80619,27,27
81901,11,11
82364,18,18
82397,11,11
83229,4,4
83339,4,5
85026,16,27
85211,24,24
85982,6,23
86486,4,4
86708,16,16
87523,5,23
88194,30,24
88379,23,27
88400,24,24
88756,16,16
88971,22,22
89821,7,7
90270,4,4
90704,4,4
90810,23,23
93046,5,5
95996,22,24
96083,27,27
96413,27,8
96817,4,4
97198,33,33
97245,7,23
97297,23,23
97674,27,27
97844,5,5
98220,24,24
98750,16,16
99055,33,33
99513,27,27
99558,22,22
99568,27,24
100058,4,5
100173,16,16
101458,5,5
102387,16,7
102588,4,2
103053,30,30
103146,5,5
103423,4,19
103884,18,27
103931,5,5
104694,22,23
105263,7,5
104901,7,7
105477,4,5
106705,22,22
106928,4,9
107071,4,5
107543,24,24
108512,22,8
108559,22,29
108714,18,3
108908,25,23
110356,4,16
110673,16,16
111361,16,27
112457,5,27
112771,4,22
113098,9,9
126015,4,23
116527,7,7
116608,5,5
116939,4,4
117274,4,4
117511,4,18
117578,27,11
118317,22,22
122066,4,5
119193,5,5
121007,24,4
121295,10,27
121330,5,5
121563,24,22
121595,27,27
121821,24,25
121924,4,5
122406,33,33
122944,16,16
123455,23,28
130631,5,5
129081,16,16
129499,5,4
124824,22,8
125302,23,5
125950,16,16
126405,30,8
127528,8,22
127604,5,5
127688,16,16
127689,23,23
128575,14,20
128742,4,4
128960,33,33
129545,23,23
130178,24,5
130832,5,5
130836,33,33
131301,2,4
131792,5,16
133253,3,23
133923,18,18
134026,4,4
134574,18,18
135259,33,33
135357,1,1
135470,7,7
135967,8,22
136240,24,22
136625,23,4
136901,7,23
136902,16,16
138363,25,23
138856,4,27
139571,22,5
139611,27,5
141805,7,23
142013,24,24
143669,25,7
144001,22,22
144387,5,5
144728,27,5
146956,23,7
147132,5,5
147167,25,25
147822,33,33
147968,4,4
148150,16,4
148403,7,5
149511,23,7
150349,27,5
150407,20,13
150841,18,30
151771,22,22
152378,5,5
153298,10,20
153668,4,31
153791,25,25
153983,4,5
154295,5,4
155287,9,9
155593,25,23
155911,25,25
156750,5,5
158397,24,24
158515,27,22
159185,8,8
160028,24,22
161182,25,25
161896,24,5
162036,4,4
162702,4,5
163295,4,5
163811,23,23
164251,33,33
164924,4,9
165293,7,4
165903,9,22
166794,11,11
166855,7,33
166965,4,4
167289,7,7
167305,4,7
168287,5,24
168707,23,1
169375,7,2
169706,22,22
169919,24,24
169957,10,10
170115,27,27
170112,4,4
171947,24,24
172115,16,24
172453,11,27
172557,24,27
173979,16,16
174247,8,7
175922,27,27
176273,25,25
176903,16,8
176962,7,25
177119,23,23
178078,5,28
178143,25,16
178649,4,17
179092,4,5
179429,22,22
179475,27,22
179835,8,4
180244,11,11
182315,27,27
182635,23,23
183997,23,23
184143,5,5
184537,24,24
184886,4,22
185420,22,22
220867,,
185881,22,4
186466,23,23
186691,7,7
187101,22,18
187194,7,7
188618,7,7
188955,4,4
189974,16,16
190268,24,5
190913,18,18
190936,1,23
191284,27,27
191400,23,23
191588,27,16
191854,20,26
192778,22,22
193130,7,7
193960,4,4
195256,4,7
195328,24,24
196233,25,25
196969,8,8
197633,24,24
197857,28,23
198910,16,23
199117,16,16
199136,10,10
199524,4,25
199619,4,4
200126,5,5
200248,5,24
200481,16,24
200978,11,11
201232,23,23
202050,5,4
203403,2,2
203470,4,24
204986,4,5
205098,28,28
205495,25,25
205679,23,23
206039,24,24
206056,5,4
206694,16,16
207694,7,7
207718,5,4
207880,31,25
208086,7,4
208520,22,4
208700,28,28
208886,31,31
208981,23,3
209272,4,5
209777,1,5
211217,5,24
211286,23,23
211498,2,33
211792,5,5
211912,24,5
212420,5,5
212779,4,27
212935,5,3
213324,22,22
214674,5,4
214707,4,7
215001,23,23
215567,27,16
215654,9,9
215787,5,5
216329,5,5
216877,10,13
217384,18,18
217549,4,4
217867,20,10
218146,7,7
218960,5,22
218983,27,18
219008,23,23
219149,30,24
219257,18,27
219409,33,33
221456,30,27
223343,2,33
223351,24,24
223932,7,12
223977,23,23
224071,25,9
235643,25,25
225859,5,5
226367,23,23
226691,5,24
227213,33,7
227630,8,8
229032,22,24
230225,18,22
230683,23,23
230984,23,33
232937,22,22
231386,2,2
231428,22,22
231758,24,5
231893,7,7
232401,5,5
232445,4,4
232784,5,5
233294,5,3
234167,27,1
234519,7,2
235059,24,16
236174,7,33
236768,7,7
237290,31,31
237605,23,9
239599,25,16
240004,22,4
240580,10,31
240781,4,4
240844,16,11
242023,4,4
242720,5,24
242823,10,22
242957,5,24
243008,10,14
243095,8,22
243836,4,33
244637,4,4
244930,4,5
245529,18,18
246310,22,30
246319,24,24
247695,27,27
249710,5,5
250342,7,7
250926,18,27
252426,5,5
252476,11,18
252507,24,24
252699,24,30
252715,5,33
253109,5,5
253300,4,4
253351,30,22
253448,16,25
253944,3,20
255508,24,5
256180,5,4
256515,4,4
257452,24,27
257543,1,24
257566,25,25
260203,20,10
260590,23,23
261164,8,8
262967,18,18
263598,25,18
264658,24,27
264686,22,22
265217,4,7
93697,14,28
266414,22,12
269582,4,7
270204,4,4
270610,4,22
270623,27,27
272432,30,4
272749,23,23
273050,11,11
93926,27,27
273151,27,33
273543,27,27
274071,5,5
276257,4,24
276562,4,23
276760,22,24
278432,5,5
94438,4,4
278927,4,20
279283,8,22
279598,24,24
280786,24,24
280863,4,4
284875,20,27
285110,33,33
286326,23,23
286360,23,9
287745,22,22
288585,5,5
288685,4,24
288737,23,25
289366,31,13
290026,5,5
290239,5,22
290237,8,8
290832,5,5
290836,3,3
291062,5,5
291414,27,27
292441,4,5
292544,4,24
292890,4,4
293176,24,27
147,16,16
234,4,4
15930,22,22
2171,7,33
3245,4,22
3759,27,1
4150,23,23
4388,22,24
4597,4,5
4891,25,28
7981,27,23
8029,4,9
8641,5,1
14206,1,23
14926,5,33
15188,23,23
15669,23,3
17557,27,11
17953,24,30
20016,4,5
21440,24,5
26026,23,23
26711,4,27
31091,5,24
31877,23,23
33799,16,5
34599,18,30
35795,16,16
37826,23,23
36930,27,16
37079,4,5
38834,22,22
39759,27,27
42573,25,25
42877,5,4
42919,5,5
44384,2,2
45359,4,22
45537,4,4
95483,25,23
97083,2,7
45573,10,4
46585,23,23
814,5,5
6670,4,4
40622,27,27
51649,10,10
211,23,23
2258,22,5
98201,1,24
4986,24,4
5099,7,7
6023,7,25
6301,2,2
7187,5,5
8342,24,27
9206,16,16
10698,23,23
12777,22,22
14124,23,20
14694,25,25
15052,24,24
17692,3,3
17763,16,16
18346,5,5
19532,9,25
20250,27,16
22402,28,4
23534,13,26
26084,22,4
26231,5,1
26915,5,27
27351,16,16
27764,5,4
31413,7,28
33117,18,2
34030,27,27
36965,30,8
37636,3,3
40000,33,33
45982,4,5
46304,25,25
48919,3,16
51120,30,18
51183,22,16
52810,20,10
57988,5,23
60509,27,5
42438,24,22
59276,5,27
43876,22,22
33939,7,4
56387,4,22
34159,16,16
1562,33,7
38731,5,5
42025,23,17
48294,4,7
54305,30,30
55934,22,22
21712,5,4
28868,25,20
40130,16,16
