gid,startdistrictid,enddistrictid
289836,24,23
290927,8,29
291658,22,22
292215,2,2
292705,25,25
292843,22,4
293262,4,4
1246,22,18
1299,16,16
2599,24,4
2600,4,4
2728,23,4
3205,5,24
14089,16,16
6422,27,5
7472,27,24
7822,24,24
8636,5,27
13591,24,27
17559,4,4
17722,16,16
21025,4,4
21472,24,24
22168,22,24
22747,25,25
23127,27,5
23547,4,22
23761,7,7
24481,5,5
25387,9,9
29433,14,14
29623,4,33
30262,27,24
31405,24,4
31555,24,23
31876,23,23
32410,7,4
35676,4,16
36327,27,27
38171,5,4
40437,22,22
41276,16,23
41620,5,5
43131,23,4
43895,7,4
2158,4,4
21271,24,24
35067,5,4
43099,4,5
48445,5,5
2366,24,16
2403,16,23
5544,4,27
6988,4,33
9234,25,25
10645,8,22
20928,24,24
25087,30,27
28653,3,23
33051,12,31
34117,33,7
37800,24,24
41229,24,7
45115,8,29
46520,5,4
49258,5,4
49554,24,30
50107,5,7
55441,3,7
55805,33,2
4404,5,4
4661,33,33
23256,16,16
35759,8,8
22278,4,4
7126,7,33
7572,24,23
18911,5,1
33224,2,7
59296,27,16
60040,30,27
27941,24,5
8116,4,4
11347,5,16
20412,9,4
21235,23,5
49743,11,8
53355,7,7
48870,5,5
10455,27,24
10783,27,24
34462,24,5
41526,2,2
41786,7,33
47839,16,27
48028,27,23
59997,22,22
7513,24,24
55281,4,4
24247,22,25
26908,4,33
42878,5,4
3867,25,31
4047,30,18
7520,17,7
11671,22,22
16149,27,24
19380,4,27
26292,4,33
29621,25,25
30038,3,33
36475,16,25
36667,25,24
36723,25,23
44287,25,9
44280,5,5
46107,3,16
36448,4,22
44670,25,11
48944,4,13
214829,8,8
215585,2,33
6276,16,4
24795,5,10
37421,22,4
52462,23,27
54363,5,27
177268,23,4
55086,5,4
56169,4,4
58824,25,9
60628,24,24
62316,16,16
63820,4,22
63831,10,2
64339,30,22
64400,18,30
65486,4,22
65688,27,27
67329,14,12
67409,5,27
67830,18,22
68714,24,24
68766,4,4
69060,20,16
69498,25,27
69845,25,25
70327,4,7
70623,24,5
70722,8,8
71261,33,33
71931,7,9
71960,31,12
72426,24,22
72497,27,25
72638,22,5
72993,27,22
73625,16,10
74063,4,22
74649,31,31
74900,4,4
75540,5,2
76398,16,11
77355,16,16
78816,4,4
81694,33,33
82136,23,7
82941,23,32
83633,23,3
84128,22,24
84646,7,4
85774,22,22
86179,5,22
86574,4,4
87476,11,11
87876,27,27
89421,27,4
90642,2,33
90683,5,5
90775,31,13
92938,22,22
93723,9,9
93787,7,7
94271,8,24
95572,4,22
95646,30,24
95678,7,1
95702,13,13
95962,16,27
96631,16,16
100021,11,11
209445,5,5
97925,14,14
98301,16,16
98478,28,4
99225,22,4
99562,4,4
100283,7,33
101209,22,4
101217,11,11
101759,23,23
101960,4,4
102074,33,9
102797,4,33
103082,18,22
103538,5,5
273761,10,10
103730,4,4
103754,7,5
105041,4,5
106794,3,23
106379,7,22
106424,7,4
107190,18,22
107270,22,22
107501,5,5
108344,25,25
108735,24,5
108679,24,22
109030,3,7
109373,27,4
110704,27,27
110774,8,8
110940,25,25
111623,30,23
111852,20,20
112058,27,27
112611,5,5
113333,5,5
113644,1,25
113824,30,16
114960,4,2
116719,4,27
116693,3,27
116919,23,23
117106,16,16
117348,1,5
117375,33,7
117680,18,24
118276,5,22
118806,9,4
118837,7,22
119197,5,5
119250,5,5
119691,2,2
120083,16,3
209454,22,8
120194,5,7
120820,23,23
121250,4,8
121402,5,24
121642,7,33
210505,5,5
121758,5,5
121781,7,33
122005,33,33
122329,11,27
122573,23,23
124023,11,31
124137,5,24
124237,5,4
124389,1,1
124926,16,16
125138,17,17
125400,22,22
183124,10,10
126616,22,27
128013,30,8
128291,4,4
129173,23,13
129315,22,5
129491,23,23
129522,31,13
129826,4,24
130331,23,23
189950,,4
130891,24,24
130920,8,8
130912,24,27
130925,4,5
131367,27,30
131518,1,23
132828,24,5
133371,1,1
134843,5,5
30635,10,14
135282,5,4
150514,5,5
136926,23,6
137446,4,4
137503,33,5
137740,5,4
137711,5,9
137973,4,4
137899,7,2
139168,11,11
139203,3,25
139326,3,14
139375,4,7
139545,33,4
140354,1,1
141190,4,4
141450,24,23
143564,23,16
144471,2,2
145461,9,9
146817,4,4
147108,25,16
147335,3,4
147346,4,4
148159,5,5
148350,5,5
149103,23,23
149650,27,22
149713,4,22
150386,27,22
150495,8,8
151508,5,22
151632,24,24
151844,4,4
152665,2,2
153134,4,4
153061,23,23
153805,24,8
154198,4,4
154364,2,7
154755,33,27
154986,16,5
155316,4,4
155426,23,23
155553,1,5
155568,24,27
156055,4,1
156172,28,23
156272,30,30
156296,24,24
170709,4,4
159102,5,16
160292,32,32
160735,24,5
160956,18,18
161098,24,10
161663,25,25
161791,4,27
163176,24,24
163511,23,23
164920,30,24
164967,4,4
165455,24,4
165633,27,22
166049,23,33
166592,29,8
166755,5,4
166881,22,22
167285,16,5
167548,23,4
167573,5,23
168154,24,27
168548,27,16
171442,16,16
171926,16,16
172027,24,5
172106,5,4
172549,25,16
172929,4,4
173617,4,5
11603,5,3
173940,24,4
174514,22,16
175933,33,23
177715,24,4
178117,3,23
178408,7,2
178578,4,16
178687,16,16
180313,5,5
180959,27,27
181001,22,4
181705,24,22
182599,3,16
183163,24,24
183219,24,8
184170,4,28
185390,23,24
210285,11,30
185779,4,9
186813,5,5
187034,22,22
187571,5,5
187775,4,5
188789,30,30
188953,28,7
188984,23,23
189655,24,2
190554,8,8
191172,24,27
191826,31,25
192350,27,16
192889,22,29
194143,20,23
194710,8,24
194839,11,11
195179,4,4
195271,5,5
195620,27,5
197123,24,22
197817,22,22
198018,4,4
292868,27,16
378,13,13
2015,4,4
2061,22,22
2670,4,7
2894,4,7
3999,27,24
4173,9,9
4287,5,5
4751,24,4
4922,5,4
4968,27,27
10010,7,16
13783,27,4
14025,4,4
14065,7,23
14621,24,5
15417,23,7
18857,23,4
18870,7,7
21080,8,8
23188,24,4
25312,5,5
30010,5,24
31977,4,4
32177,27,24
33652,4,4
34359,4,16
39778,4,4
40288,5,5
53495,24,24
40401,4,7
41573,7,7
42935,24,4
46071,5,27
46596,23,7
46693,5,5
28168,4,4
55971,4,4
58562,4,4
1272,10,16
1721,16,16
6707,5,5
10480,7,7
13280,22,24
17762,24,24
17789,9,10
18522,16,27
19524,5,5
20333,16,27
23827,30,30
288222,,22
28661,4,4
28686,16,18
38238,23,3
40479,2,7
41859,16,16
48556,7,33
53652,4,4
46410,4,22
54228,30,30
56517,24,5
28236,24,24
38214,5,4
44699,16,16
37595,31,12
52538,11,11
65422,4,5
55793,25,7
43759,4,28
49083,16,16
28755,22,4
11805,16,16
18557,5,4
54888,4,24
20830,32,14
35936,5,24
55677,22,22
55457,22,22
40188,7,24
56106,5,28
57072,33,4
19100,24,16
22249,18,22
55668,5,5
48406,23,22
56525,9,25
37387,16,33
1375,30,22
58849,4,4
45590,9,9
10581,24,24
11894,22,10
56262,8,22
22584,16,24
3385,,8
30246,30,30
45003,33,33
32515,23,27
49025,5,5
56030,24,24
28368,5,1
9945,8,24
27293,17,23
56627,5,5
56767,13,13
8791,22,27
25044,3,16
44202,27,27
4516,24,27
5584,8,24
6400,22,22
25189,8,8
29867,10,24
5323,23,23
43871,22,9
49122,20,31
51743,18,18
53382,33,23
60292,27,5
28705,23,24
47146,24,1
60422,22,24
24204,16,3
28450,27,4
31872,22,22
8865,8,23
25251,2,2
1621,5,4
34857,24,25
57219,4,4
58154,4,23
46732,25,24
58717,27,3
59578,5,5
26546,24,25
59969,17,23
8046,8,4
46979,27,18
47521,33,33
47830,5,27
48781,23,23
49888,24,24
49870,18,11
53975,5,4
58560,27,33
58577,31,31
59465,7,4
59845,4,24
61704,24,24
62261,24,24
62430,17,17
63102,23,23
60866,23,4
61716,5,23
64212,25,22
62673,2,2
63492,25,25
63568,20,20
64691,23,18
65539,28,23
288362,4,23
68809,10,10
69093,23,1
69230,16,16
70417,16,4
70627,3,3
70789,25,25
65137,33,2
72062,25,23
72423,4,4
72994,5,5
73173,5,5
74583,24,24
65148,4,4
74788,24,22
74812,5,5
74813,24,5
290266,23,23
75207,18,22
75253,5,5
75568,24,19
75770,22,22
77310,4,23
77747,25,25
77768,28,7
79737,4,24
79920,24,24
80733,23,5
81273,25,7
81537,4,7
293293,2,2
5,24,24
83062,23,23
83606,7,22
84058,27,22
85000,8,5
85099,23,23
86323,22,22
86611,16,16
88053,23,23
88540,7,7
89194,25,30
90177,4,7
90548,5,28
93311,24,28
93864,4,4
94380,5,5
94076,5,4
95032,30,30
94778,30,18
95332,30,5
95764,23,23
96069,25,25
96424,5,4
97262,23,4
97693,5,4
97871,7,7
97963,4,16
98558,5,5
98539,33,7
99634,4,5
100425,5,22
100862,4,16
101635,28,28
101707,24,4
102425,2,2
102619,24,24
102670,4,16
103348,27,4
201377,23,23
105365,23,2
105410,7,23
105881,27,24
105961,4,4
106096,5,24
106737,23,23
107115,25,25
108684,4,4
109083,18,18
109716,24,24
110021,8,8
110433,27,27
110749,24,5
67355,1,9
68031,3,24
111276,7,8
227982,22,22
111643,13,28
112587,22,25
112714,7,7
15293,27,11
19210,27,27
29782,5,24
29415,5,5
70345,16,16
34885,4,24
35025,24,27
43233,16,7
70507,5,5
54735,5,1
69744,22,8
235278,25,25
71726,24,23
74482,5,5
75153,27,24
75621,4,4
76537,33,33
77530,5,4
78626,16,24
78866,22,25
80685,23,25
81008,24,22
81948,7,7
82086,23,23
82098,4,4
82720,31,12
83377,23,33
83628,5,27
83851,23,4
83868,16,4
84417,4,4
84471,5,24
84760,24,5
85449,9,9
86429,4,33
86552,22,22
86656,23,4
87021,5,5
87514,27,27
88046,4,4
88486,7,25
89352,16,16
90038,16,3
90017,20,4
90093,22,30
90531,5,3
90841,27,30
91540,22,22
91697,4,4
92242,24,22
93222,30,30
93863,25,25
93963,5,22
94036,7,33
94141,33,4
95588,24,27
95579,4,4
96009,4,4
96269,24,4
96891,5,5
96973,9,7
97366,4,5
97494,27,27
97660,18,4
98347,16,3
98638,4,23
98632,30,4
100467,25,25
100622,25,22
100846,27,24
101233,8,29
101691,30,5
102629,19,2
103250,33,33
103246,22,30
103560,22,22
103963,4,4
104275,7,4
105186,24,27
106397,25,27
106147,4,4
106380,23,4
106394,11,11
107715,9,9
107758,3,23
107881,5,4
107989,4,22
108104,3,27
108197,16,16
108642,33,2
109189,25,30
109935,16,16
110304,5,5
110516,4,11
110732,25,25
7306,2,2
111933,23,5
112535,29,4
112704,5,5
113429,3,3
113402,2,5
113662,25,25
113741,4,25
114219,4,4
114604,5,4
115299,4,4
118022,24,24
117805,8,8
118640,2,7
119579,22,5
119680,4,4
119777,24,4
11483,7,4
119846,23,25
121459,24,22
122126,22,7
123294,4,27
123378,4,22
123532,9,9
124384,5,8
124707,4,5
125112,18,16
125909,4,4
126271,22,22
126409,4,5
128086,20,9
128896,4,23
129737,8,8
129883,27,27
130700,22,22
130997,24,24
132672,4,23
134709,3,25
135056,3,3
135095,4,5
135762,9,9
135786,25,27
136788,30,27
137757,5,5
137806,4,7
139068,24,24
139830,33,4
139981,20,20
140287,7,7
141720,24,23
142000,12,14
142427,24,24
143622,22,5
145958,24,24
147006,16,16
147634,23,4
148118,24,24
149009,28,23
149935,24,30
149960,5,24
150152,4,4
150271,27,24
150323,9,9
150434,30,22
150884,5,5
151013,23,10
152229,30,4
152585,24,24
154492,24,25
155026,4,5
155421,30,22
156215,23,27
156379,7,10
158087,4,4
158172,5,24
158772,23,4
158941,4,28
159117,33,4
159318,9,4
161019,5,5
161549,24,24
161804,24,22
162005,33,7
162242,4,4
163262,28,7
163296,7,23
164028,5,5
165187,9,24
165329,4,24
166509,23,24
166797,2,2
167019,17,19
167251,24,4
167423,5,24
168804,28,4
169044,29,8
169184,4,33
169207,4,4
169224,18,18
169310,4,4
169782,18,18
170080,4,5
170132,30,22
170771,2,23
172320,23,25
172769,4,4
173046,33,18
173818,33,33
173819,23,23
33297,4,4
176449,24,24
176519,4,4
177971,22,22
178134,22,7
178217,4,4
178855,23,4
178937,25,3
180140,24,24
180376,14,31
180639,27,1
181111,24,24
182081,8,18
182222,4,5
182612,22,22
183305,16,24
185088,23,18
185171,23,23
185246,23,5
185479,16,2
185975,16,27
186714,3,16
187083,27,27
187788,18,22
187829,23,3
187939,4,4
188140,4,4
188425,8,8
188459,7,4
190009,1,5
190036,22,8
191065,24,24
191156,23,28
191532,22,29
192078,7,13
192304,24,24
192564,4,4
193109,5,5
193196,7,7
36303,7,7
193794,18,27
194735,8,8
195149,25,25
195206,23,8
195295,27,24
195920,24,16
196359,23,5
196575,33,7
196633,23,23
196744,23,23
196953,1,1
197274,24,24
198540,8,4
201623,16,16
200231,22,24
200622,5,5
201425,16,27
202213,22,18
202276,31,26
79789,23,23
202939,4,24
39437,22,22
203688,25,16
203923,25,23
205060,24,24
205404,5,24
205576,4,4
206189,4,4
207125,8,29
207307,23,4
208559,18,18
208881,2,33
209217,25,7
209670,22,22
210741,4,4
211380,33,22
211689,16,3
211922,33,4
212065,18,18
213199,7,7
213301,6,23
213345,26,26
214854,27,27
214875,3,23
214906,8,16
215876,25,25
216497,5,5
217348,27,23
219310,33,33
219983,23,24
220226,12,12
220804,5,4
220880,7,7
222012,10,9
222520,4,4
222902,22,22
224822,11,11
225714,4,4
226611,24,27
227471,7,7
227697,24,3
170068,12,4
171100,25,23
171167,4,5
171670,9,20
172655,5,5
173791,4,5
175005,4,33
176601,7,4
161944,,4
176739,5,4
177781,6,6
179563,25,16
179579,24,24
179793,16,27
179934,23,16
229109,30,30
180675,23,4
180819,22,22
182424,5,5
182462,5,23
182796,4,4
183460,7,7
183966,7,33
184088,7,2
187308,16,16
187408,25,9
187460,24,5
187548,27,16
187799,2,2
187929,24,2
187983,4,22
188007,24,27
188262,4,4
188287,16,16
188438,7,5
190126,24,24
189448,22,33
189846,9,25
189982,27,16
190728,23,23
191309,1,1
191778,27,27
192165,23,7
192963,25,25
193173,33,27
194509,4,5
194650,4,11
194979,24,24
194995,23,23
195128,24,27
195151,16,4
195413,22,22
196038,24,27
196042,1,5
197151,4,5
197171,23,23
197197,4,28
197602,22,22
197661,24,4
197804,16,16
197845,23,23
197922,4,24
198087,30,8
198705,4,4
199228,23,4
199387,8,30
199733,4,4
200082,7,7
200389,24,24
200466,30,5
200795,4,5
201885,22,10
202256,23,23
202687,2,33
202825,11,11
203807,16,16
204293,11,11
204926,22,4
207376,4,4
208396,4,22
208684,4,4
208860,24,24
209120,23,23
209105,4,4
209191,25,16
209463,8,8
210792,16,25
229339,7,7
211682,4,10
229960,5,5
212254,16,5
213678,4,1
213779,4,16
213873,27,5
214286,11,11
214701,23,31
215749,4,4
216896,16,16
217064,22,11
217397,28,4
217562,25,25
218200,22,7
180603,33,4
219759,5,5
220657,33,2
220701,7,7
183156,16,27
223697,23,4
224675,4,4
225158,4,5
225886,23,24
226388,23,9
230462,25,7
226868,30,7
227926,4,5
228082,22,22
228083,16,27
228110,2,2
228619,16,16
228897,22,24
229574,24,24
229758,16,16
229842,4,5
230347,2,2
230460,1,1
230870,25,25
230849,13,10
231079,23,9
231302,5,4
232865,16,27
232999,5,23
233416,4,24
233588,4,4
233659,30,8
235165,23,23
235339,22,5
235406,22,22
235682,4,4
236685,16,27
236832,25,25
195131,23,23
236981,4,33
237073,22,8
238553,24,24
238831,7,7
239210,5,5
239347,3,3
239501,24,24
242307,33,4
242622,28,28
242980,16,16
243055,12,31
243183,23,23
243322,4,23
230748,24,22
230937,22,22
243510,4,11
245111,33,23
254070,27,27
245822,4,27
246081,22,22
246351,33,7
231898,7,4
246785,24,27
246873,11,11
247868,5,5
247921,4,24
248480,4,16
248654,24,11
248716,5,5
248904,10,10
250324,4,4
252424,30,30
233375,4,24
252474,7,16
252743,33,7
252967,16,16
253057,4,13
253499,5,5
253689,18,30
254781,8,29
255389,27,27
255576,9,7
256695,22,4
257425,16,33
258560,4,24
258866,24,24
259015,5,5
259324,27,16
261290,4,4
263302,25,25
263586,31,26
263761,22,16
263889,24,4
263925,4,16
264586,7,5
265573,24,33
266593,22,16
266595,24,7
267613,7,7
267966,7,7
268971,22,7
269642,16,24
272553,5,5
270784,23,2
270827,24,24
270845,23,23
271067,26,28
273160,33,23
273888,5,5
273941,5,5
274265,7,7
274323,24,24
274448,4,4
274901,5,4
275575,25,16
275938,16,25
275987,22,22
276054,22,22
213896,24,27
277115,4,4
277622,27,23
278296,27,4
278599,27,27
278878,7,4
279754,24,4
280111,5,24
280185,12,12
280353,27,27
280804,25,25
281523,24,22
281656,23,30
282478,5,5
282670,5,27
283283,33,33
283296,24,20
283397,5,16
283911,28,2
284098,25,20
284144,28,4
24402,24,24
284221,8,4
284835,7,4
285481,25,9
286302,27,23
287858,4,5
289360,24,22
289405,4,22
289411,25,25
291082,4,4
292546,22,30
292681,25,7
292950,27,16
1027,5,5
1704,23,4
2262,4,33
2589,5,4
6312,27,7
7354,4,5
11581,24,4
12388,7,7
12424,4,7
15865,24,24
28425,23,3
22457,24,24
22607,33,24
22906,16,4
23323,5,5
25358,4,27
26131,33,23
26261,27,16
28077,4,4
28552,22,22
28625,4,1
31093,4,22
32372,5,5
32510,5,5
35953,7,4
38391,7,7
40672,4,5
40945,5,4
43480,33,33
44608,23,23
44740,33,4
44897,4,5
46417,4,23
156448,16,16
46603,5,4
21165,23,23
22911,5,5
41378,4,4
52343,5,5
52320,4,4
60010,4,4
5225,30,30
5512,33,4
8911,16,16
9213,33,24
11337,18,25
14109,4,4
17520,5,5
20372,7,7
21150,14,14
21286,25,25
21759,23,23
24540,24,1
27367,16,7
34816,24,7
34842,33,23
36988,1,1
47403,7,33
52911,18,16
34096,4,4
56872,18,18
58621,33,33
9511,27,30
16777,12,4
28908,25,25
6280,4,4
7708,24,22
37487,2,2
22301,24,1
59186,16,11
60562,28,7
33995,27,9
6487,5,24
17035,16,16
20021,24,22
13825,25,25
39463,33,33
40068,22,22
40735,7,7
54253,28,28
786,22,24
42267,16,24
49583,10,13
50968,23,2
9129,4,4
15044,5,5
5396,9,9
6805,20,14
38762,4,7
234311,33,33
7132,4,16
14291,17,24
3666,30,4
16564,27,22
22745,18,27
28788,23,14
36253,10,16
60077,20,33
47139,1,24
25803,5,22
2247,26,9
26454,8,22
108,4,4
54046,23,23
56170,4,8
47773,27,27
48010,5,5
48431,8,8
49205,4,24
50609,5,5
52411,18,18
54690,4,5
53230,5,27
256709,27,23
55415,5,5
55553,24,24
58842,25,25
59987,4,27
61341,5,5
63470,7,33
65372,8,8
65591,7,23
66043,7,2
66898,7,7
66577,4,4
67315,27,27
234939,27,25
67695,28,26
68322,24,4
70125,5,24
259086,8,8
70853,24,25
70956,27,4
71533,4,4
71783,4,23
72653,5,24
73891,27,24
74192,28,23
74558,24,22
262043,2,2
74611,27,23
75429,27,5
75928,11,18
84134,5,1
76310,23,23
78039,24,4
78302,24,24
79888,8,24
80929,2,2
81443,4,4
83058,18,11
84585,33,23
85644,9,7
86169,5,5
86212,24,5
86624,4,4
266393,4,5
88302,27,16
88536,27,27
90291,7,33
67699,5,5
90353,23,33
90832,11,11
91083,4,4
91601,7,4
91768,23,4
92043,1,1
92142,22,24
93042,22,22
94265,20,20
94731,24,22
95675,5,4
95892,24,3
96534,22,24
96603,23,23
96819,4,4
97142,5,2
97563,16,27
97646,4,7
97658,16,16
99551,26,26
99840,23,5
101116,16,5
101139,7,4
101403,4,24
101564,27,4
102329,25,8
102520,12,25
104512,18,8
104784,16,4
105557,7,28
108223,4,33
109025,22,22
109031,4,5
109270,4,23
110449,24,24
110644,30,22
110972,10,10
111339,8,8
111451,23,28
76134,4,4
111811,23,24
112072,5,27
112118,4,16
112210,7,4
112937,7,2
113266,22,22
113546,28,2
113973,7,4
113974,7,9
114130,31,31
114357,23,25
114517,24,22
114539,20,20
235629,4,17
114776,22,18
235842,24,27
235929,4,4
115668,24,2
115684,16,25
115865,16,16
117195,24,5
116529,23,25
116689,25,25
118510,5,23
119040,5,27
119147,7,23
119587,4,4
119809,22,24
120282,27,4
120985,23,16
121417,8,8
121624,22,4
121665,30,24
122180,25,25
235990,8,8
122140,25,25
122458,27,5
122885,22,24
124435,16,25
124527,31,25
124993,4,4
125981,2,4
126566,5,10
127135,30,4
127468,7,4
127571,25,25
128457,18,18
128611,4,24
128631,23,23
129298,23,24
129661,22,24
131128,16,16
131602,22,24
132493,25,25
132851,27,24
133106,18,18
133646,23,9
133915,24,5
134841,24,24
134857,4,16
135485,24,33
136055,2,2
137422,22,5
138623,22,7
137858,27,5
137995,5,5
138185,4,23
138470,5,4
139212,27,11
139032,25,16
139578,13,33
148382,14,31
140229,11,11
140284,4,1
140450,27,1
142797,9,7
143450,24,23
143534,5,5
143997,16,16
144329,27,24
144382,22,24
144970,24,4
145088,33,7
145673,31,31
145682,4,4
146281,7,7
146490,5,4
148162,2,2
148282,14,31
148922,27,27
148932,23,19
149588,4,4
152234,7,7
150803,31,31
150956,25,7
151964,24,5
152018,24,24
152236,25,25
153493,30,4
153669,20,20
154236,13,26
155822,23,20
156340,7,7
156528,4,4
156726,7,7
158111,20,20
158395,25,7
158692,18,24
159141,31,31
159304,7,5
159794,2,23
160093,16,16
160145,4,24
160805,7,2
160906,8,8
162125,22,22
162888,16,25
159381,5,5
163047,5,8
163773,24,27
163888,27,16
163973,4,22
164521,29,4
165459,25,25
166646,7,4
167091,7,4
167236,4,4
168044,5,4
168172,4,4
168280,24,5
168485,4,22
168489,33,2
168681,7,33
168799,4,33
168811,10,10
169256,5,4
169997,5,5
170088,8,24
170345,7,7
170692,1,4
172088,27,24
172531,24,24
172796,5,24
174332,23,7
174399,30,30
174585,7,25
174862,5,4
175379,7,2
176078,4,2
179144,27,24
166617,7,7
179682,4,4
179942,25,25
180005,23,24
181472,16,4
182167,30,30
183687,5,5
184189,3,3
184295,16,27
185132,5,5
186258,33,25
186292,5,23
186555,33,4
187058,25,25
187433,22,22
187507,24,5
187652,23,4
188853,25,25
189817,24,5
190038,16,16
191375,23,28
190306,23,23
190524,33,33
191106,12,31
192211,27,25
192360,24,22
195377,5,24
196020,22,16
196431,4,4
199068,4,4
198911,4,5
200027,7,3
200110,18,18
200671,28,4
203297,5,4
203662,24,27
203851,23,5
206893,27,24
206901,4,4
207791,27,27
207879,24,24
208395,28,28
208417,29,8
208979,1,1
209020,24,16
209395,16,16
209684,32,23
209726,23,23
200115,4,4
211917,33,4
212093,7,7
212556,23,33
212578,28,7
212984,16,23
213175,11,27
213963,22,4
214054,16,10
214583,8,8
215399,5,23
216308,4,7
216694,2,2
216805,4,4
216958,16,16
217402,25,25
217501,5,4
217603,20,20
219047,13,13
219240,27,22
220225,1,4
220432,30,11
220460,7,7
221002,5,5
221206,30,11
221327,27,27
221798,5,5
222057,25,5
222223,10,10
222228,23,23
225611,4,4
226483,25,16
226562,22,24
226723,24,4
227655,7,4
228313,7,33
228475,24,24
228895,22,24
228905,22,22
229396,4,4
229552,33,7
229556,5,5
229561,22,22
230540,31,14
231003,23,23
231813,5,4
231858,4,4
232068,27,16
232674,5,4
233218,5,5
233645,7,7
233648,30,22
234541,1,7
234306,8,8
235871,4,4
236144,7,9
236239,27,1
236546,16,25
236782,22,4
238245,5,5
238255,4,16
238588,22,22
239104,27,24
239269,8,30
239331,11,25
240424,22,22
240911,10,10
243525,23,23
240999,5,4
241305,4,7
241702,25,25
192533,23,5
242628,5,13
242686,24,5
242726,5,24
242795,14,27
243156,16,16
243791,33,23
243854,22,18
244482,22,22
244535,3,19
244545,12,13
244922,16,16
245495,23,23
246226,25,25
246703,22,4
247301,27,27
247354,9,7
248195,27,23
248884,4,5
249033,24,24
249639,16,11
250092,4,28
253130,33,33
253356,20,31
254415,2,19
253820,16,13
254261,4,4
256451,5,5
256657,16,16
257100,4,24
257101,4,24
257136,1,7
257154,5,4
258198,5,24
259997,24,24
260024,22,22
261116,11,11
261453,14,31
262961,11,22
264316,5,5
264817,4,5
264809,33,4
201558,23,24
265583,27,27
267141,16,16
269718,4,5
268147,4,4
268681,23,24
269203,5,5
269498,33,7
270220,1,25
270614,23,24
219856,27,24
271254,1,9
271448,23,22
272748,11,11
273090,9,10
273234,24,24
273553,4,7
273724,5,24
274678,33,33
204180,16,16
274913,7,7
274927,18,30
275610,4,16
275795,27,27
276588,7,7
277107,4,5
277668,7,7
277698,4,7
278398,24,5
278212,24,5
278354,23,23
278459,19,9
279052,5,24
279156,7,7
279162,23,23
279824,4,5
280067,4,23
280301,4,23
280692,7,7
280931,5,22
281280,18,30
281775,7,4
283480,5,4
286338,4,4
283680,27,4
284933,27,24
285113,13,20
285122,22,5
286405,10,10
287022,4,4
288370,24,27
288793,4,5
289025,24,24
289304,22,29
15665,24,5
289552,16,11
289634,25,25
289779,22,18
289943,1,1
289953,25,25
289962,25,1
290334,16,4
291332,23,23
291652,25,25
73,7,33
1269,23,5
1515,2,23
1903,7,33
3125,1,5
3884,31,8
12323,22,22
12347,27,7
12528,33,33
14154,4,4
19230,33,4
22853,2,2
23875,33,22
27918,4,5
26912,5,5
29504,33,23
29665,24,4
29807,22,22
31274,4,23
32667,5,24
34004,12,12
34872,5,4
36057,2,2
37010,5,5
38469,3,4
40023,4,4
41032,4,4
44745,7,7
53331,23,23
791,24,5
1158,8,22
6095,4,25
6142,7,9
8099,7,25
11499,27,27
